Animal ID;Name;DateTime;Date of Birth;Outcome Type;Outcome Subtype;Animal Type;Sex upon Outcome;Age upon Outcome;Breed;Color
A683972;Coby;11/06/2019 02:36:00 PM;07/10/2014;Euthanasia;Behavior;Dog;Neutered Male;5 years;Pit Bull Mix;Tan/White
A809326;Bella;11/23/2019 11:57:00 AM;05/22/2018;Return to Owner;;Dog;Intact Female;1 year;Labrador Retriever;Brown/White
A812734;Coco;01/28/2020 03:47:00 PM;01/27/2017;Return to Owner;;Dog;Intact Female;3 years;English Bulldog;White/Brown
A816369;;04/19/2020 12:52:00 PM;04/15/2019;Euthanasia;Rabies Risk;Other;Unknown;1 year;Bat;Brown
A812392;Junebug;02/18/2020 01:29:00 PM;01/21/2019;Transfer;Partner;Dog;Neutered Male;1 year;Australian Shepherd Mix;Brown/Tricolor
A806218;;10/23/2019 05:45:00 PM;08/08/2019;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair;Brown Tabby
A813063;Bonnie;02/04/2020 07:09:00 PM;02/04/2017;Return to Owner;;Dog;Intact Female;3 years;German Shepherd;Black
A812501;Patchu;01/31/2020 07:09:00 PM;01/23/2018;Adoption;;Dog;Neutered Male;2 years;Australian Cattle Dog Mix;Tricolor
A778178;Davos;01/21/2019 02:39:00 PM;01/20/2018;Return to Owner;;Dog;Intact Male;1 year;Pit Bull Mix;Black/White
A800597;Cleo;07/27/2019 05:34:00 PM;07/23/2018;Adoption;;Dog;Spayed Female;1 year;Dachshund Longhair Mix;Brown/Tan
A794084;;05/03/2019 05:21:00 PM;04/18/2019;Transfer;Partner;Cat;Unknown;2 weeks;Domestic Shorthair Mix;Orange Tabby/White
A808095;*Mallory;02/07/2020 03:05:00 PM;11/04/2017;Transfer;Partner;Dog;Intact Female;2 years;Pit Bull;Brown/White
A798228;Sydney;06/27/2019 12:21:00 PM;06/23/2017;Adoption;;Dog;Intact Male;2 years;Australian Shepherd Mix;Tricolor
A823802;;10/06/2020 05:45:00 PM;11/30/2019;Adoption;;Cat;Neutered Male;10 months;Domestic Shorthair;Brown Tabby/White
A799430;Bobby;07/14/2019 06:46:00 PM;04/09/2019;Adoption;;Dog;Neutered Male;3 months;Labrador Retriever;Black/White
A816636;Sugar;05/17/2020 12:03:00 PM;05/14/2019;Rto-Adopt;;Cat;Neutered Male;1 year;Domestic Shorthair;Brown Tabby
A793437;;04/25/2019 01:39:00 PM;04/22/2019;Transfer;Partner;Cat;Intact Female;3 days;Domestic Shorthair Mix;Blue
A815651;Lady;05/14/2020 10:28:00 AM;03/22/2019;Adoption;Foster;Dog;Spayed Female;1 year;Blue Lacy Mix;Blue/White
A806044;Wiley;10/10/2019 12:01:00 PM;01/09/2019;Adoption;;Dog;Neutered Male;9 months;Cairn Terrier/Chihuahua Shorthair;White
A814213;;02/26/2020 10:51:00 AM;02/26/2019;Euthanasia;Rabies Risk;Other;Unknown;1 year;Bat;Brown
A813993;Teddy;02/22/2020 05:03:00 PM;02/22/2013;Adoption;;Dog;Neutered Male;7 years;Shih Tzu;White/Tan
A805612;*Tri Tip;12/11/2019 01:41:00 PM;09/28/2019;Adoption;Foster;Dog;Neutered Male;2 months;Labrador Retriever/Dachshund Wirehair;Black/Brown
A784769;Rocky;08/04/2020 06:05:00 PM;11/20/2013;Return to Owner;;Dog;Neutered Male;6 years;Boxer Mix;Tan/White
A790792;Kelly;03/27/2019 12:00:00 AM;03/16/2014;Return to Owner;;Cat;Spayed Female;5 years;Domestic Shorthair Mix;Calico
A805711;;10/06/2019 12:04:00 PM;10/01/2018;Transfer;Snr;Cat;Neutered Male;1 year;Domestic Shorthair;Black
A805133;Shady;11/01/2019 05:36:00 PM;02/23/2019;Adoption;;Dog;Neutered Male;8 months;German Shepherd Mix;Black/Tricolor
A805882;*Kiwi;10/09/2019 01:04:00 PM;10/03/2017;Transfer;Partner;Dog;Intact Female;2 years;Australian Cattle Dog Mix;Tan/Black
A792543;Cain;04/12/2019 06:34:00 PM;04/12/2016;Return to Owner;;Dog;Neutered Male;3 years;Labrador Retriever Mix;Yellow
A811338;Aspen;01/03/2020 03:16:00 PM;01/02/2018;Return to Owner;;Dog;Intact Female;2 years;Great Pyrenees Mix;White/Tan
A820680;;07/26/2020 09:50:00 AM;07/26/2018;Euthanasia;Rabies Risk;Other;Unknown;2 years;Fox;Brown/Gray
A796210;*Jackson Maine;06/18/2019 06:22:00 PM;03/26/2019;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair;White/Brown Tabby
A824076;Duchess;10/19/2020 06:12:00 PM;10/05/2015;Adoption;;Dog;Spayed Female;5 years;Pit Bull;Fawn/White
A814281;;02/29/2020 09:26:00 AM;02/27/2019;Euthanasia;Rabies Risk;Other;Unknown;1 year;Bat;Brown
A715097;Sasha;03/09/2019 01:53:00 PM;10/31/2009;Transfer;Partner;Dog;Spayed Female;9 years;Labrador Retriever Mix;White
A806690;;10/14/2019 04:41:00 PM;09/22/2019;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair;Brown Tabby/White
A792362;;04/09/2019 05:21:00 PM;04/09/2017;Euthanasia;Rabies Risk;Other;Unknown;2 years;Bat Mix;Brown
A811140;;01/04/2020 02:06:00 PM;12/28/2017;Transfer;Partner;Dog;Neutered Male;2 years;Chihuahua Shorthair;Tricolor
A824575;;10/22/2020 04:03:00 PM;08/17/2020;Adoption;;Dog;Spayed Female;2 months;Pit Bull;Brown/White
A812898;Missy;02/04/2020 04:22:00 PM;01/30/2015;Adoption;;Dog;Spayed Female;5 years;Shetland Sheepdog;Black
A800072;;07/16/2019 07:03:00 PM;07/01/2019;Transfer;Partner;Cat;Unknown;2 weeks;Domestic Shorthair;Brown Tabby/White
A793563;;04/26/2019 06:58:00 PM;04/24/2019;Died;Enroute;Dog;Unknown;2 days;Labrador Retriever Mix;Brown
A796906;;06/07/2019 12:58:00 PM;06/07/2014;Euthanasia;Suffering;Cat;Unknown;5 years;Domestic Shorthair;Blue/White
A794632;*Lisa;08/19/2019 12:00:00 AM;04/10/2019;Adoption;;Cat;Spayed Female;4 months;Domestic Medium Hair;Torbie
A801470;;09/01/2019 05:21:00 PM;07/04/2019;Adoption;;Dog;Neutered Male;1 month;Pit Bull;White/Blue
A802022;;08/13/2019 02:10:00 PM;08/10/2019;Transfer;Partner;Other;Unknown;3 days;Rabbit Sh;White/Black
A804443;;09/18/2019 01:20:00 PM;09/14/2018;Transfer;Snr;Cat;Intact Female;1 year;Domestic Shorthair;Brown Tabby
A822364;;09/05/2020 04:05:00 PM;09/01/2019;Transfer;Snr;Cat;Spayed Female;1 year;Domestic Shorthair;Brown Tabby
A824113;*Artemis;10/20/2020 05:05:00 PM;10/06/2019;Adoption;;Cat;Spayed Female;1 year;Domestic Shorthair;Calico/White
A795144;;05/16/2019 06:16:00 PM;05/16/2019;Transfer;Partner;Cat;Unknown;0 years;Domestic Shorthair;White/Black
A811687;;01/11/2020 04:16:00 PM;08/07/2019;Adoption;;Dog;Neutered Male;5 months;Pit Bull Mix;Blue Tiger/White
A819768;*Craig;07/14/2020 10:48:00 AM;04/21/2020;Transfer;Partner;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Brown Tabby
A803398;*Sailor;09/10/2019 05:44:00 PM;07/09/2019;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Brown Tabby
A798808;;07/07/2019 07:26:00 PM;06/30/2017;Transfer;Partner;Dog;Neutered Male;2 years;Pomeranian/Chihuahua Longhair;White
A787692;*Polly;03/14/2019 06:44:00 PM;01/17/2019;Adoption;Foster;Dog;Spayed Female;1 month;German Shepherd/Labrador Retriever;Black/White
A809667;Mittens;12/11/2019 05:03:00 PM;11/29/2014;Rto-Adopt;;Cat;Spayed Female;5 years;Domestic Shorthair Mix;Torbie/White
A787319;;01/15/2019 05:57:00 PM;09/11/2018;Adoption;;Cat;Neutered Male;4 months;Domestic Shorthair Mix;Blue/White
A807294;;10/28/2019 05:26:00 PM;08/30/2019;Adoption;;Dog;Spayed Female;1 month;Labrador Retriever Mix;Brown/White
A791996;;04/20/2019 02:01:00 PM;04/03/2011;Transfer;Partner;Cat;Intact Female;8 years;Siamese;Lynx Point
A811096;;12/31/2019 04:34:00 PM;10/27/2019;Adoption;;Dog;Spayed Female;2 months;Labrador Retriever/Anatol Shepherd;Brown/White
A800264;;10/31/2019 07:27:00 PM;06/03/2019;Adoption;;Cat;Neutered Male;4 months;Domestic Medium Hair;Black/White
A800755;*Ellie;07/30/2019 11:57:00 AM;07/26/2017;Adoption;;Other;Spayed Female;2 years;Ferret;Brown/Cream
A793933;;05/02/2019 02:56:00 PM;04/16/2019;Transfer;Partner;Cat;Intact Female;2 weeks;Domestic Shorthair Mix;Brown Tabby
A806224;*Mark;11/04/2019 06:50:00 PM;01/07/2019;Adoption;;Cat;Neutered Male;9 months;Domestic Shorthair;Orange Tabby
A784641;Izzy;01/16/2019 10:50:00 AM;01/18/2018;Adoption;Foster;Dog;Spayed Female;11 months;Border Terrier/Chihuahua Shorthair;Tan/Fawn
A819409;;06/28/2020 11:49:00 AM;04/28/2020;Euthanasia;Rabies Risk;Other;Unknown;1 month;Bat;Brown/Red
A806216;;10/16/2019 09:36:00 PM;07/29/2019;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair;Tortie
A823047;;12/01/2020 02:01:00 PM;07/16/2020;Adoption;Foster;Cat;Neutered Male;4 months;Domestic Shorthair;Blue Tabby
A810167;;12/12/2019 05:50:00 PM;05/08/2019;Adoption;;Dog;Spayed Female;7 months;Labrador Retriever;Red/White
A804524;*Abe 158G;10/09/2019 06:05:00 PM;09/08/2019;Transfer;Partner;Cat;Intact Male;4 weeks;Domestic Shorthair;Black
A819587;*Thelonious;07/14/2020 12:59:00 PM;07/01/2019;Adoption;Foster;Dog;Neutered Male;1 year;Siberian Husky;White/Black
A792241;Lucy;04/08/2019 05:12:00 PM;04/08/2005;Return to Owner;;Dog;Spayed Female;14 years;Miniature Schnauzer Mix;Blue/White
A812907;Sonny;02/12/2020 03:14:00 PM;01/31/2018;Transfer;Partner;Dog;Neutered Male;2 years;American Pit Bull Terrier;Tan/White
A795041;*Galadriel;06/07/2019 07:51:00 AM;04/24/2019;Died;In Foster;Cat;Intact Female;1 month;Domestic Shorthair;Tortie
A819327;;07/06/2020 02:00:00 PM;04/10/2020;Transfer;Partner;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby
A810586;;12/16/2019 02:50:00 PM;12/01/2019;Transfer;Partner;Cat;Intact Female;2 weeks;Domestic Shorthair;Orange Tabby
A806472;Kitten Around;10/25/2019 11:53:00 AM;10/11/2018;Adoption;;Cat;Spayed Female;1 year;Domestic Shorthair Mix;Tortie
A788249;Bruce Wayne;07/01/2020 08:51:00 AM;01/29/2017;Adoption;Foster;Cat;Neutered Male;3 years;Domestic Shorthair Mix;Black
A753460;Buster;05/19/2019 03:57:00 PM;07/06/2014;Adoption;;Dog;Neutered Male;4 years;Chihuahua Shorthair Mix;Brown/White
A790798;Flerken;05/23/2019 07:09:00 PM;03/26/2019;Adoption;;Cat;Neutered Male;1 month;Domestic Shorthair Mix;Black/White
A789461;;02/24/2019 01:08:00 PM;02/22/2011;Transfer;Partner;Dog;Intact Male;8 years;Pit Bull Mix;White/Brown
A790480;Brandi;05/28/2019 01:26:00 PM;03/11/2011;Adoption;Foster;Dog;Spayed Female;8 years;American Bulldog;White/Tan
A791766;;06/05/2019 02:09:00 PM;03/30/2019;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby
A801134;;07/31/2019 06:09:00 PM;07/24/2019;Transfer;Partner;Cat;Unknown;1 week;Domestic Shorthair;Calico
A791797;Abby;04/11/2019 11:27:00 AM;04/04/2009;Return to Owner;;Dog;Spayed Female;10 years;Labrador Retriever/Plott Hound;Black
A815082;*Waffles;03/17/2020 04:31:00 PM;03/10/2016;Adoption;;Dog;Neutered Male;4 years;Schnauzer Giant Mix;Black/Gray
A809584;;12/21/2019 05:34:00 PM;09/12/2019;Adoption;;Cat;Spayed Female;3 months;Domestic Shorthair;Black
A808239;*Turkey Leg;12/06/2019 12:07:00 PM;09/30/2019;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair;Orange Tabby
A788786;Willy;02/12/2019 04:03:00 PM;02/08/2017;Rto-Adopt;;Dog;Neutered Male;2 years;Siberian Husky Mix;Black/White
A801307;Bowzer;08/06/2019 04:57:00 PM;02/02/2019;Adoption;;Dog;Neutered Male;6 months;Border Collie;Tan/White
A791077;*Archie;04/25/2019 08:07:00 AM;02/14/2019;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby
A772863;Major;05/16/2019 12:00:00 AM;05/24/2016;Return to Owner;;Dog;Neutered Male;2 years;Maltese Mix;White/Brown
A816807;;05/22/2020 04:40:00 PM;03/04/2020;Adoption;Foster;Dog;Neutered Male;2 months;Labrador Retriever Mix;Brown/White
A805636;Lucky;10/02/2019 02:15:00 PM;09/29/2017;Transfer;Partner;Cat;Intact Female;2 years;Domestic Shorthair Mix;Blue
A826228;Snowball;11/23/2020 04:15:00 PM;11/22/2019;Return to Owner;;Dog;Neutered Male;1 year;Great Pyrenees;White
A808632;Knobby;11/25/2019 05:34:00 PM;11/11/2007;Transfer;Partner;Cat;Neutered Male;12 years;Domestic Shorthair;Black
A807077;Scotty;10/22/2019 11:33:00 AM;06/20/2019;Transfer;Partner;Dog;Intact Male;4 months;Collie Rough Mix;Brown/White
A816259;Fiona;04/13/2020 08:37:00 AM;04/12/2018;Return to Owner;;Cat;Intact Female;2 years;Domestic Shorthair;White/Gray
A786730;Yin;01/29/2019 05:07:00 PM;12/31/2010;Adoption;;Dog;Intact Female;8 years;Pit Bull Mix;Brown Brindle/White
A796928;;06/11/2019 12:00:00 AM;12/07/2018;Transfer;Snr;Cat;Intact Female;6 months;Domestic Medium Hair;White/Black
A775476;*Oreo;06/08/2020 04:49:00 PM;06/30/2017;Transfer;Partner;Dog;Neutered Male;2 years;Chihuahua Shorthair Mix;Black/White
A805325;;09/29/2019 01:18:00 PM;09/25/2017;Transfer;Snr;Cat;Unknown;2 years;Domestic Shorthair;Black
A808009;Porter;11/03/2019 01:07:00 PM;11/03/2011;Return to Owner;;Dog;Neutered Male;8 years;Labrador Retriever;Tan/White
A791598;Luna;03/30/2019 03:23:00 PM;03/28/2017;Adoption;;Cat;Spayed Female;2 years;Domestic Shorthair Mix;Blue
A822529;;09/14/2020 02:07:00 PM;09/03/2020;Return to Owner;;Dog;Intact Female;1 weeks;Labrador Retriever Mix;Black
A791308;;03/27/2019 01:39:00 PM;09/24/2018;Return to Owner;;Cat;Intact Female;6 months;Domestic Shorthair Mix;Calico
A814252;;03/01/2020 02:58:00 PM;02/26/2019;Euthanasia;Rabies Risk;Other;Unknown;1 year;Bat;Black
A824056;;10/13/2020 05:00:00 PM;10/05/2019;Adoption;;Dog;Spayed Female;1 year;Siberian Husky;White
A795540;;05/21/2019 05:06:00 PM;04/29/2019;Euthanasia;Suffering;Other;Intact Female;3 weeks;Skunk;Black/White
A824437;*Eclipse;10/21/2020 06:39:00 PM;10/14/2019;Adoption;;Dog;Spayed Female;1 year;Labrador Retriever/German Shepherd;White
A642242;Cheli;07/29/2019 01:17:00 PM;11/20/2010;Return to Owner;;Dog;Spayed Female;8 years;West Highland Mix;White
A813625;*Angel;02/24/2020 04:46:00 PM;11/29/2019;Adoption;;Dog;Spayed Female;2 months;Cairn Terrier Mix;Black
A796410;Ramen;06/02/2019 11:40:00 AM;10/01/2018;Return to Owner;;Cat;Neutered Male;8 months;Domestic Shorthair Mix;Brown Tabby/White
A795871;Golden Nugget;05/25/2019 04:37:00 PM;05/25/2017;Return to Owner;;Cat;Neutered Male;2 years;Domestic Shorthair;Orange Tabby/White
A826403;*Baby Boots;12/19/2020 12:10:00 PM;11/26/2019;Adoption;;Dog;Neutered Male;1 year;Pointer/Pit Bull;White/Brown
A818104;*Cashew;07/07/2020 01:51:00 PM;05/01/2020;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair;Calico/White
A810475;;12/18/2019 05:00:00 PM;09/29/2019;Adoption;;Dog;Spayed Female;2 months;Chihuahua Shorthair;White/Tan
A819781;;08/18/2020 08:44:00 AM;04/23/2020;Adoption;Foster;Cat;Neutered Male;3 months;Domestic Shorthair;White/Brown Tabby
A813347;Sunshine;02/19/2020 02:07:00 PM;04/08/2019;Transfer;Partner;Dog;Intact Female;10 months;Pit Bull Mix;Blue/White
A812995;;02/07/2020 05:35:00 PM;08/17/2019;Adoption;;Dog;Neutered Male;5 months;Border Terrier;Brown
A798237;;06/24/2019 04:34:00 PM;06/23/2018;Transfer;Partner;Cat;Intact Female;1 year;Domestic Shorthair;Gray/White
A821826;*176 Grams;08/20/2020 02:01:00 PM;07/29/2020;Transfer;Partner;Cat;Unknown;3 weeks;Domestic Shorthair;Gray
A800472;*Elvis;08/21/2019 11:08:00 AM;07/21/2016;Transfer;Partner;Dog;Neutered Male;3 years;Pit Bull Mix;Blue/White
A750886;*Florence;01/25/2020 05:00:00 PM;05/01/2017;Adoption;;Cat;Spayed Female;2 years;Domestic Shorthair Mix;Blue Tabby
A809438;;11/29/2019 12:34:00 PM;08/24/2019;Transfer;Snr;Cat;Intact Male;3 months;Domestic Shorthair;Orange Tabby
A811108;Gohan;12/31/2019 02:20:00 PM;12/28/2017;Return to Owner;;Dog;Intact Male;2 years;Siberian Husky;White
A796999;*Lucius;06/18/2019 04:11:00 PM;03/18/2019;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Orange Tabby
A789551;Bandit;06/09/2019 05:41:00 PM;02/23/2018;Adoption;;Dog;Neutered Male;1 year;Pointer Mix;Black/White
A802732;;08/22/2019 07:34:00 PM;06/06/2019;Return to Owner;;Cat;Intact Female;2 months;Domestic Shorthair Mix;Brown Tabby
A810436;;12/13/2019 05:55:00 PM;11/21/2019;Transfer;Partner;Dog;Unknown;3 weeks;Doberman Pinsch;Black/Brown
A822032;Detective Goof;09/02/2020 04:03:00 PM;04/25/2020;Adoption;;Dog;Neutered Male;4 months;Pit Bull;Blue/White
A798916;;07/02/2019 12:10:00 PM;07/02/2017;Euthanasia;Rabies Risk;Other;Unknown;2 years;Skunk;Black/White
A816377;;04/19/2020 06:57:00 PM;04/15/2018;Euthanasia;Rabies Risk;Other;Unknown;2 years;Bat;Brown/Brown
A814552;Chico;03/09/2020 05:48:00 PM;03/02/2017;Rto-Adopt;;Dog;Neutered Male;3 years;Pit Bull;White/Blue
A799285;*Chunk;08/17/2019 02:39:00 PM;06/09/2019;Adoption;Foster;Dog;Neutered Male;2 months;Labrador Retriever Mix;Brown/White
A802883;;08/28/2019 11:12:00 AM;08/24/2017;Transfer;Snr;Cat;Intact Male;2 years;Domestic Shorthair;Brown Tabby
A821419;Roxie;09/01/2020 01:52:00 PM;08/11/2014;Transfer;Partner;Dog;Spayed Female;6 years;Boxer Mix;Tan/White
A779211;*Jesse;03/26/2020 05:12:00 PM;07/28/2018;Return to Owner;;Cat;Neutered Male;1 year;Domestic Shorthair Mix;Brown Tabby
A775521;*Lover Boy;04/14/2019 04:12:00 PM;07/01/2015;Adoption;;Dog;Neutered Male;3 years;Labrador Retriever Mix;Black/White
A794012;Big Boss;05/03/2019 05:30:00 PM;01/02/2012;Return to Owner;;Dog;Intact Male;7 years;English Bulldog Mix;Brown Brindle/White
A799856;;07/16/2019 12:00:00 AM;07/12/2017;Transfer;Snr;Cat;Unknown;2 years;Domestic Shorthair;Orange Tabby
A820202;;07/20/2020 12:00:00 AM;07/14/2018;Transfer;Partner;Dog;Neutered Male;2 years;Yorkshire Terrier;Brown/Black
A813190;Maggie;02/09/2020 01:43:00 PM;07/05/2019;Transfer;Partner;Dog;Intact Female;7 months;German Wirehaired Pointer;Chocolate
A800111;Kayne;07/16/2019 02:55:00 PM;07/16/2014;Transfer;Partner;Dog;Neutered Male;5 years;Cocker Spaniel;Black
A797994;;06/20/2019 11:23:00 AM;06/19/2018;Euthanasia;Rabies Risk;Other;Unknown;1 year;Bat;Black
A791215;Snicklefritz;03/23/2019 01:36:00 PM;03/22/2017;Return to Owner;;Dog;Intact Male;2 years;Chihuahua Shorthair Mix;Chocolate/Gray
A787384;Tala;01/14/2019 05:44:00 PM;10/28/2018;Adoption;;Dog;Spayed Female;2 months;Pit Bull Mix;Tricolor/Brown
A794670;*Doppelbock;07/09/2019 09:38:00 AM;05/10/2011;Adoption;Foster;Dog;Neutered Male;8 years;Chihuahua Shorthair;Brown
A817640;;05/22/2020 09:52:00 AM;05/21/2018;Euthanasia;Rabies Risk;Other;Unknown;2 years;Bat;Brown
A791480;*Jamie;04/11/2019 03:29:00 PM;03/26/2017;Adoption;;Cat;Neutered Male;2 years;Domestic Shorthair Mix;White/Gray
A807363;;11/05/2019 11:48:00 AM;10/24/2014;Transfer;Partner;Cat;Spayed Female;5 years;Domestic Shorthair;Calico
A798364;;06/30/2019 03:38:00 PM;04/22/2019;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair;Brown Tabby
A819775;;10/16/2020 03:04:00 PM;06/08/2020;Adoption;Foster;Cat;Spayed Female;4 months;Domestic Shorthair Mix;Orange Tabby/White
A797386;;06/13/2019 11:16:00 AM;06/12/2018;Euthanasia;Rabies Risk;Other;Unknown;1 year;Bat;Brown
A820609;;07/27/2020 11:33:00 AM;07/23/2018;Disposal;;Other;Unknown;2 years;Bat;Brown/Brown
A811423;;01/10/2020 03:10:00 PM;11/26/2019;Transfer;Partner;Dog;Intact Female;1 month;Labrador Retriever;Black/White
A800464;*Sprinkles;09/13/2019 05:43:00 PM;04/06/2019;Adoption;;Cat;Spayed Female;5 months;Domestic Shorthair Mix;Black
A791209;;03/26/2019 04:39:00 PM;03/22/2018;Transfer;Snr;Cat;Unknown;1 year;Domestic Shorthair Mix;Black/White
A710054;Cuddles;07/05/2019 02:03:00 PM;03/16/2015;Transfer;Partner;Dog;Spayed Female;4 years;Miniature Schnauzer Mix;Black/Tan
A804925;Georgia;10/03/2019 02:50:00 PM;09/20/2018;Transfer;Partner;Dog;Intact Female;1 year;Beagle;Red/White
A715870;Rocky;08/21/2019 11:09:00 AM;09/11/2015;Transfer;Partner;Dog;Neutered Male;3 years;Labrador Retriever Mix;White/Tan
A802777;;08/28/2019 11:24:00 AM;08/22/2017;Transfer;Partner;Dog;Intact Female;2 years;Yorkshire Terrier;Brown
A826128;;12/03/2020 03:01:00 PM;03/29/2020;Transfer;Partner;Cat;Spayed Female;8 months;Domestic Shorthair Mix;Tortie
A792979;;04/21/2019 06:23:00 PM;02/06/2019;Adoption;;Dog;Neutered Male;2 months;Border Terrier Mix;Black/Tan
A813987;*Caterpillar;03/08/2020 01:49:00 PM;08/22/2019;Adoption;;Cat;Spayed Female;6 months;Domestic Shorthair;Black
A804949;;09/21/2019 04:14:00 PM;09/21/2019;Transfer;Partner;Dog;Unknown;0 years;Pit Bull Mix;Brown/White
A788446;Canelo;02/03/2019 11:20:00 AM;08/02/2017;Return to Owner;;Dog;Intact Male;1 year;Miniature Pinscher Mix;Chocolate/Tan
A794928;;05/14/2019 02:43:00 PM;04/14/2019;Euthanasia;Medical;Cat;Intact Female;4 weeks;Domestic Shorthair;Black/White
A805030;*Squid;10/12/2019 04:24:00 PM;07/21/2019;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair;Brown Tabby
A758879;Luna;12/09/2019 11:52:00 AM;09/23/2015;Adoption;;Dog;Spayed Female;4 years;Labrador Retriever Mix;Tan/White
A820264;*Biscotti;10/17/2020 10:02:00 AM;05/31/2020;Adoption;Foster;Dog;Neutered Male;4 months;Labrador Retriever Mix;Buff
A804921;;09/21/2019 12:30:00 PM;02/20/2019;Transfer;Partner;Cat;Intact Male;7 months;Domestic Shorthair;Black
A819552;Hero;07/08/2020 06:57:00 PM;10/30/2019;Adoption;;Dog;Neutered Male;8 months;Pit Bull;White/Tan
A795105;334 G;05/16/2019 03:31:00 PM;05/01/2019;Transfer;Partner;Cat;Intact Male;2 weeks;Domestic Shorthair;Black/White
A800176;Oreo;08/05/2019 01:43:00 PM;02/17/2019;Return to Owner;;Dog;Intact Male;5 months;Alaskan Husky;Black/White
A786571;Missy;01/02/2019 05:25:00 PM;12/27/2016;Adoption;;Dog;Spayed Female;2 years;Chihuahua Longhair Mix;Tan/White
A811654;Yogy;01/07/2020 12:55:00 PM;01/07/2014;Return to Owner;Customer S;Dog;Intact Male;6 years;Bichon Frise;White
A813231;*Boo Peep;02/14/2020 04:44:00 PM;02/06/2019;Adoption;;Dog;Neutered Male;1 year;Great Pyrenees;White
A801379;;08/07/2019 04:31:00 PM;05/03/2019;Transfer;Snr;Cat;Intact Male;3 months;Domestic Shorthair Mix;Black
A801839;Luna;08/11/2019 11:16:00 PM;08/10/2018;Return to Owner;;Dog;Intact Female;1 year;Alaskan Husky;Tan
A822139;Hilo;11/25/2020 01:53:00 PM;05/27/2019;Return to Owner;;Dog;Intact Female;1 year;Catahoula;White/Brown
A783432;Leo;01/10/2019 04:58:00 PM;10/30/2016;Adoption;Foster;Dog;Neutered Male;2 years;Rottweiler/Pit Bull;Black/Brown
A809407;;11/26/2019 02:19:00 PM;11/23/2018;Transfer;Partner;Bird;Intact Female;1 year;Chicken;Tan/White
A821024;;11/20/2020 06:25:00 AM;07/24/2020;Adoption;Foster;Cat;Neutered Male;3 months;Domestic Shorthair;Brown Tabby
A791533;Max;03/31/2019 04:19:00 PM;10/12/2018;Adoption;;Dog;Neutered Male;5 months;Dachshund Mix;Black
A803111;*Athena;09/21/2019 03:47:00 PM;08/27/2018;Transfer;Partner;Cat;Intact Female;1 year;Domestic Shorthair;Brown Tabby/White
A739583;Halo;12/01/2019 07:05:00 PM;12/04/2015;Return to Owner;;Dog;Neutered Male;3 years;Pit Bull Mix;Brown/White
A811469;Oj;02/23/2020 12:34:00 PM;05/04/2019;Adoption;;Cat;Neutered Male;9 months;Domestic Shorthair;Orange Tabby
A791306;;03/29/2019 12:13:00 PM;07/24/2018;Transfer;Snr;Cat;Unknown;8 months;Domestic Shorthair Mix;Black
A788502;Manu;02/10/2019 05:57:00 PM;10/20/2017;Adoption;;Dog;Neutered Male;1 year;Miniature Schnauzer Mix;Brown/Gray
A793360;;04/28/2019 11:50:00 AM;04/23/2018;Transfer;Snr;Cat;Unknown;1 year;Domestic Shorthair Mix;Orange Tabby/White
A539554;Izzy;01/19/2020 01:22:00 PM;01/15/2009;Adoption;;Cat;Spayed Female;11 years;Domestic Longhair Mix;Calico
