;index;Animal ID;Name;DateTime;Date of Birth;Outcome Type;Outcome Subtype;Animal Type;Sex upon Outcome;Age upon Outcome;Breed;Color
4690;19488;A809231;Rex;11/23/2019 05:39:00 PM;11/21/2015;Adoption;;Dog;Neutered Male;4 years;Siberian Husky;Gray/White
4691;19489;A821711;Mama Cat;08/30/2020 04:45:00 PM;08/18/2018;Euthanasia;Suffering;Cat;Spayed Female;2 years;Domestic Shorthair;Brown Tabby
4692;19493;A792798;Lola;04/18/2019 01:44:00 PM;07/15/2018;Transfer;Partner;Dog;Spayed Female;9 months;German Shepherd Mix;Black/Brown
4693;19495;A809876;Sophie;03/17/2020 11:04:00 AM;12/03/2015;Return to Owner;;Dog;Spayed Female;4 years;Chihuahua Longhair Mix;Black/White
4694;19496;A818694;*Caelan;06/21/2020 06:09:00 PM;02/12/2020;Adoption;;Cat;Spayed Female;4 months;Domestic Shorthair;Torbie
4695;19497;A812530;;01/27/2020 02:23:00 PM;01/23/2018;Transfer;Snr;Cat;Unknown;2 years;Domestic Shorthair;Black/White
4696;19501;A763300;Piggie;05/24/2020 03:42:00 PM;12/07/2016;Return to Owner;;Dog;Spayed Female;3 years;Pit Bull Mix;Blue/White
4697;19503;A569057;Marisol;03/22/2019 04:50:00 PM;05/20/2009;Return to Owner;;Dog;Spayed Female;9 years;Pit Bull Mix;White/Brown Brindle
4698;19505;A818532;*Katya;01/02/2021 09:48:00 AM;12/10/2018;Adoption;Foster;Cat;Spayed Female;2 years;Domestic Shorthair;Brown Tabby/White
4699;19507;A780163;Toretto;05/31/2019 12:55:00 PM;04/10/2015;Adoption;Foster;Dog;Neutered Male;4 years;Boxer/Mastiff;Brown/White
4700;19510;A804551;Fernie;09/19/2019 05:39:00 PM;04/15/2019;Adoption;;Cat;Spayed Female;5 months;Domestic Shorthair Mix;Calico
4701;19514;A787979;*Pandora;03/25/2019 05:02:00 PM;05/23/2018;Adoption;;Dog;Spayed Female;10 months;Pit Bull Mix;Black/White
4702;19519;A794579;Chico;05/10/2019 11:43:00 AM;05/09/2017;Return to Owner;;Dog;Intact Male;2 years;Dachshund/Boston Terrier;Brown Brindle
4703;19532;A804151;Nala;09/11/2019 07:01:00 PM;06/11/2019;Return to Owner;;Dog;Intact Female;3 months;Labrador Retriever;Chocolate/White
4704;19536;A657146;Katie;01/06/2020 03:18:00 PM;08/23/2012;Adoption;;Dog;Spayed Female;7 years;German Shepherd/Boxer;Brown/White
4705;19537;A827033;*Audrey;01/03/2021 05:42:00 PM;06/11/2020;Adoption;;Cat;Spayed Female;6 months;Domestic Shorthair;Black/White
4706;19538;A814574;Dulce Gabana;03/10/2020 02:17:00 PM;03/02/2014;Transfer;Partner;Dog;Intact Female;6 years;Boxer Mix;White/Black
4707;19539;A801611;*Hope;08/11/2019 02:56:00 PM;12/06/2018;Transfer;Partner;Cat;Spayed Female;8 months;Domestic Shorthair;Black
4708;19542;A804084;;09/15/2019 12:57:00 PM;05/10/2019;Adoption;;Dog;Neutered Male;4 months;Dachshund/Chihuahua Shorthair;Tan
4709;19549;A710409;Vanilla;07/08/2020 05:19:00 PM;08/22/2013;Return to Owner;;Dog;Spayed Female;6 years;Chinese Sharpei Mix;Tan
4710;19557;A796660;;08/25/2019 05:54:00 PM;06/01/2019;Adoption;Foster;Dog;Spayed Female;2 months;American Staffordshire Terrier Mix;Tricolor
4711;19558;A795842;*Charlotte;09/28/2019 06:25:00 PM;04/27/2019;Adoption;;Cat;Spayed Female;5 months;Domestic Shorthair;Blue Cream
4712;19562;A802057;Lobo;08/13/2019 05:58:00 PM;06/21/2019;Transfer;Partner;Dog;Intact Male;1 month;Alaskan Husky;Black/White
4713;19566;A805872;;10/03/2019 08:26:00 AM;10/02/2018;Euthanasia;Rabies Risk;Other;Unknown;1 year;Bat;Black
4714;19576;A750439;Jacobi;08/11/2019 02:04:00 PM;05/27/2015;Return to Owner;;Dog;Neutered Male;4 years;Pekingese Mix;Black
4715;19583;A803535;Sadie;09/04/2019 11:48:00 AM;09/02/2009;Return to Owner;;Dog;Spayed Female;10 years;Beagle;Tricolor
4716;19584;A803916;;09/09/2019 01:00:00 PM;09/03/2019;Transfer;Partner;Dog;Intact Male;6 days;Labrador Retriever Mix;Black/White
4717;19589;A810437;;12/13/2019 05:55:00 PM;11/21/2019;Transfer;Partner;Dog;Unknown;3 weeks;Doberman Pinsch;Black/Brown
4718;19605;A792063;Billie;05/10/2019 05:56:00 PM;02/18/2019;Adoption;Foster;Dog;Spayed Female;2 months;German Shepherd Mix;Brown/Black
4719;19607;A807314;Kobe;10/28/2019 02:37:00 PM;10/23/2017;Adoption;;Dog;Neutered Male;2 years;Chihuahua Longhair;Tan
4720;19613;A806347;*Cappuccino;12/10/2019 08:17:00 AM;09/01/2019;Adoption;Foster;Cat;Neutered Male;3 months;Domestic Shorthair;Orange Tabby
4721;19618;A812299;;01/25/2020 07:18:00 PM;10/28/2019;Adoption;;Dog;Neutered Male;2 months;Rottweiler Mix;Chocolate/Tan
4722;19620;A798316;;07/02/2019 02:45:00 PM;05/31/2019;Transfer;Partner;Cat;Intact Female;4 weeks;Domestic Shorthair;Tortie
4723;19622;A822897;Blue;09/15/2020 12:00:00 AM;12/11/2016;Transfer;Partner;Dog;Neutered Male;3 years;Border Collie Mix;Black/White
4724;19635;A782343;Bullet;01/11/2019 02:05:00 PM;10/13/2014;Adoption;;Dog;Neutered Male;4 years;Australian Cattle Dog;Blue Tick/Tan
4725;19638;A779469;Frida;01/04/2019 06:39:00 PM;06/20/2018;Adoption;;Dog;Spayed Female;6 months;Labrador Retriever/Border Collie;Brown/White
4726;19647;A808021;Brownie;11/05/2019 12:05:00 PM;11/02/2017;Return to Owner;;Dog;Spayed Female;2 years;American Pit Bull Terrier;Brown/White
4727;19657;A813053;;02/28/2020 04:29:00 PM;07/03/2019;Transfer;Snr;Cat;Spayed Female;7 months;Domestic Shorthair;Brown Tabby
4728;19662;A785763;Harley;11/08/2019 05:32:00 PM;10/17/2018;Adoption;;Dog;Spayed Female;1 year;Staffordshire Mix;Tan/White
4729;19663;A795074;;05/15/2019 06:06:00 PM;04/27/2019;Transfer;Partner;Cat;Intact Male;2 weeks;Domestic Shorthair;Brown Tabby
4730;19666;A791304;;03/29/2019 12:12:00 PM;03/24/2017;Transfer;Snr;Cat;Unknown;2 years;Domestic Shorthair Mix;Brown Tabby
4731;19671;A794400;Cassius;05/14/2019 04:57:00 PM;05/07/2016;Adoption;;Dog;Neutered Male;3 years;Siberian Husky Mix;White/Black
4732;19676;A804688;Penny;11/08/2019 11:32:00 AM;09/30/2011;Adoption;Foster;Dog;Spayed Female;8 years;Border Collie Mix;Black
4733;19680;A808231;*Ares;11/22/2019 05:22:00 PM;09/22/2019;Adoption;;Dog;Neutered Male;1 month;Chihuahua Shorthair/Dachshund;Black/Cream
4734;19688;A810440;Dave;12/30/2019 05:37:00 PM;04/13/2019;Adoption;;Cat;Intact Male;8 months;Domestic Shorthair;Brown Tabby/White
4735;19696;A794703;Bruno;05/16/2019 06:42:00 PM;03/07/2019;Adoption;;Dog;Neutered Male;2 months;Pit Bull/Chow Chow;Black Brindle
4736;19703;A814121;Ghost;02/26/2020 01:00:00 PM;02/24/2018;Return to Owner;;Dog;Neutered Male;2 years;Siberian Husky;Gray/White
4737;19706;A791681;Viva;04/02/2019 12:57:00 PM;03/29/2013;Return to Owner;;Dog;Spayed Female;6 years;Black/Tan Hound Mix;Black/Brown
4738;19708;A794262;;05/06/2019 09:03:00 AM;05/06/2011;Disposal;;Cat;Spayed Female;8 years;Domestic Shorthair Mix;Black
4739;19711;A796192;;06/02/2019 04:55:00 PM;05/29/2017;Adoption;;Dog;Neutered Male;2 years;Siberian Husky;Black/White
4740;19715;A779200;Tuba;01/19/2019 03:23:00 PM;08/27/2015;Adoption;Foster;Dog;Neutered Male;3 years;Australian Cattle Dog;Blue Tick/Tan
4741;19725;A803857;;09/22/2019 12:00:00 AM;09/07/2019;Died;;Cat;Intact Female;2 weeks;Domestic Shorthair;Black/White
4742;19733;A818675;Diamond;07/19/2020 04:42:00 PM;06/12/2016;Adoption;Foster;Dog;Spayed Female;4 years;American Pit Bull Terrier;Brown/White
4743;19737;A811187;Oso;12/31/2019 01:32:00 PM;12/29/2017;Return to Owner;;Dog;Neutered Male;2 years;Labrador Retriever Mix;Black/White
4744;19738;A821792;;09/23/2020 05:24:00 PM;07/19/2020;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair;Blue
4745;19742;A790014;*Farrah;03/13/2019 06:20:00 PM;03/03/2017;Adoption;;Dog;Spayed Female;2 years;German Shepherd Mix;Brown/Black
4746;19744;A725166;*Margot;10/06/2020 01:20:00 PM;04/26/2015;Transfer;Partner;Cat;Spayed Female;5 years;Domestic Shorthair Mix;Brown Tabby
4747;19750;A794414;*Candy;05/13/2019 04:23:00 PM;01/08/2019;Transfer;Partner;Dog;Intact Female;4 months;Pit Bull;Blue Cream
4748;19752;A790560;;03/13/2019 11:39:00 AM;01/12/2019;Transfer;Partner;Dog;Intact Male;1 month;Pointer Mix;Black/White
4749;19760;A804591;;09/20/2019 05:21:00 PM;06/16/2019;Transfer;Snr;Cat;Intact Female;3 months;Domestic Shorthair;Blue Tabby/White
4750;19761;A799223;Toby;07/08/2019 05:34:00 PM;07/06/2009;Return to Owner;;Dog;Neutered Male;10 years;Miniature Poodle;White
4751;19763;A797855;;06/23/2019 05:24:00 PM;06/18/2017;Transfer;Snr;Cat;Unknown;2 years;Domestic Shorthair Mix;Tortie
4752;19770;A824104;Suzy;10/17/2020 11:59:00 AM;10/06/2018;Transfer;Partner;Dog;Spayed Female;2 years;Pekingese;Brown
4753;19781;A784422;Auggie;05/07/2019 04:05:00 PM;11/15/2017;Return to Owner;;Dog;Intact Male;1 year;Siberian Husky;Black/White
4754;19783;A817764;;05/27/2020 01:05:00 PM;04/10/2020;Return to Owner;;Dog;Intact Male;1 month;Labrador Retriever/Pit Bull;Black/White
4755;19784;A801000;Noona;08/06/2019 02:10:00 PM;07/29/2018;Transfer;Partner;Dog;Intact Female;1 year;Pit Bull Mix;Chocolate/White
4756;19788;A802494;Baby;08/23/2019 06:20:00 PM;03/09/2014;Return to Owner;;Dog;Spayed Female;5 years;Border Collie/Pomeranian;Black/White
4757;19790;A827656;;12/28/2020 03:00:00 PM;06/28/2020;Transfer;Partner;Cat;Intact Female;6 months;Domestic Shorthair;Calico
4758;19793;A795706;*Skittles;08/17/2019 11:01:00 AM;11/23/2018;Adoption;;Dog;Spayed Female;8 months;Pointer Mix;White/Brown
4759;19804;A786780;Emily;01/02/2019 02:38:00 PM;01/02/2005;Return to Owner;;Dog;Spayed Female;14 years;Akita;White
4760;19805;A821999;;08/28/2020 05:17:00 PM;04/24/2020;Adoption;;Dog;Neutered Male;4 months;Boxer;Brown Brindle
4761;19810;A802332;*Luna;09/27/2019 11:37:00 AM;08/16/2018;Euthanasia;Suffering;Cat;Spayed Female;1 year;Siamese;White
4762;19813;A812452;Cookie;01/25/2020 12:18:00 PM;07/22/2019;Return to Owner;;Cat;Spayed Female;6 months;Domestic Shorthair;Black/White
4763;19814;A804126;;09/15/2019 12:20:00 PM;09/11/2016;Transfer;Partner;Dog;Intact Male;3 years;Pit Bull;Black/White
4764;19817;A798849;;07/01/2019 01:19:00 PM;07/01/2018;Euthanasia;Suffering;Bird;Unknown;1 year;Pigeon;Gray
4765;19820;A821771;Romeo;08/26/2020 11:37:00 AM;03/18/2020;Adoption;;Cat;Neutered Male;5 months;Domestic Shorthair;Orange Tabby
4766;19822;A818911;Sage;06/23/2020 04:15:00 PM;04/17/2019;Adoption;;Other;Intact Female;1 year;Guinea Pig;White/Brown
4767;19823;A793839;;05/12/2019 05:59:00 PM;04/30/2017;Transfer;Snr;Cat;Intact Male;2 years;Domestic Shorthair Mix;Black/White
4768;19827;A807574;*Willow;11/12/2019 04:11:00 PM;08/11/2019;Adoption;;Cat;Spayed Female;3 months;Domestic Longhair;Brown Tabby
4769;19830;A802066;;08/14/2019 12:00:00 AM;06/13/2019;Died;In Kennel;Dog;Intact Female;2 months;Chihuahua Longhair Mix;Chocolate/White
4770;19832;A800040;;09/15/2019 02:06:00 PM;07/09/2019;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair;Gray Tabby/White
4771;19834;A816480;;04/22/2020 11:18:00 AM;03/19/2020;Transfer;Partner;Cat;Intact Male;4 weeks;Domestic Shorthair;Brown Tabby/White
4772;19836;A792240;Maya;04/11/2019 01:57:00 PM;04/08/2017;Adoption;;Cat;Spayed Female;2 years;Ragdoll Mix;Tortie Point
4773;19852;A810496;Purnana;01/24/2020 04:52:00 PM;12/14/2015;Transfer;Snr;Cat;Spayed Female;4 years;Domestic Shorthair Mix;Brown Tabby
4774;19853;A800129;Maize;07/21/2019 05:53:00 PM;07/16/2018;Adoption;;Dog;Spayed Female;1 year;German Shepherd/Siberian Husky;Brown/Black
4775;19854;A804171;Frank;09/11/2019 02:30:00 PM;07/26/2015;Return to Owner;;Dog;Neutered Male;4 years;Cairn Terrier;Cream/White
4776;19857;A810189;Daisy;02/23/2020 02:27:00 PM;12/08/2017;Adoption;;Dog;Spayed Female;2 years;Pointer Mix;Chocolate/White
4777;19860;A800739;*Julianne;08/27/2019 06:23:00 PM;05/28/2019;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair;Black
4778;19862;A804448;;09/21/2019 02:41:00 PM;09/14/2017;Adoption;;Dog;Neutered Male;2 years;Dachshund/Chihuahua Shorthair;Black/Tricolor
4779;19864;A786872;Jewels;01/06/2019 05:47:00 PM;04/03/2018;Adoption;;Cat;Spayed Female;9 months;Domestic Medium Hair Mix;Black
4780;19866;A822755;Baloo;09/14/2020 05:23:00 PM;03/09/2020;Adoption;;Dog;Neutered Male;6 months;Labrador Retriever;Black
4781;19868;A814427;*Villanelle;06/02/2020 04:09:00 PM;11/29/2019;Transfer;Partner;Cat;Spayed Female;6 months;Domestic Longhair Mix;Brown Tabby
4782;19871;A788913;;02/15/2019 11:05:00 AM;05/11/2018;Transfer;Snr;Cat;Intact Female;9 months;Domestic Shorthair Mix;Tortie
4783;19873;A797470;*Jam;09/21/2019 03:45:00 PM;04/08/2019;Adoption;Offsite;Cat;Neutered Male;5 months;Domestic Shorthair;Black
4784;19877;A788278;Zulu;01/30/2019 12:20:00 PM;06/29/2017;Return to Owner;;Dog;Intact Female;1 year;Pit Bull Mix;Blue/White
4785;19880;A802225;;08/26/2019 11:28:00 AM;04/15/2019;Euthanasia;Suffering;Cat;Intact Female;4 months;Domestic Shorthair;Blue Tabby/White
4786;19890;A786342;*Bear;02/16/2019 04:06:00 PM;12/20/2018;Adoption;Foster;Dog;Neutered Male;1 month;Dachshund Longhair/Chihuahua Longhair;Black/Brown
4787;19895;A710486;*Cash;08/04/2020 02:29:00 PM;06/16/2015;Adoption;Foster;Dog;Neutered Male;5 years;Pit Bull Mix;Brown Brindle
4788;19900;A787891;Aleister;01/27/2019 07:13:00 PM;10/22/2012;Adoption;;Cat;Neutered Male;6 years;Domestic Shorthair Mix;Black/White
4789;19901;A799908;;07/21/2019 07:05:00 PM;04/13/2019;Adoption;;Cat;Spayed Female;3 months;Domestic Shorthair;Orange Tabby/White
4790;19902;A792679;*Opal;06/22/2019 04:24:00 PM;03/22/2019;Adoption;Foster;Cat;Spayed Female;3 months;Domestic Shorthair Mix;Brown Tabby/White
4791;19905;A805139;;09/23/2019 01:14:00 PM;03/23/2019;Disposal;;Bird;Unknown;6 months;Parakeet;Yellow
4792;19906;A789608;*Nero;03/30/2019 03:39:00 PM;11/24/2018;Return to Owner;;Cat;Neutered Male;4 months;Domestic Shorthair Mix;Black
4793;19913;A794769;Bombom;05/12/2019 02:07:00 PM;09/12/2018;Return to Owner;;Dog;Intact Male;7 months;Pekingese;Cream
4794;19915;A787095;;01/13/2019 06:40:00 PM;01/07/2017;Adoption;;Dog;Spayed Female;2 years;Maltese/Toy Poodle;White
4795;19918;A794539;Lewey;05/14/2019 07:05:00 PM;11/09/2017;Adoption;;Cat;Neutered Male;1 year;Domestic Shorthair;Blue
4796;19919;A798482;Nacho;08/27/2019 01:22:00 PM;06/26/2017;Transfer;Partner;Dog;Neutered Male;2 years;Border Terrier;Black/White
4797;19928;A797321;Luna;06/30/2019 04:00:00 PM;05/03/2019;Adoption;;Cat;Spayed Female;1 month;Domestic Medium Hair;Black
4798;19942;A807441;Daisy;10/25/2019 12:51:00 PM;10/25/2006;Euthanasia;Suffering;Dog;Intact Female;13 years;Basset Hound;Brown/Tricolor
4799;19943;A825538;*Pico;12/02/2020 08:07:00 AM;01/05/2020;Adoption;Foster;Cat;Spayed Female;10 months;Domestic Shorthair;Black
4800;19944;A799398;;07/30/2019 10:08:00 PM;06/02/2019;Adoption;Foster;Dog;Neutered Male;1 month;Australian Cattle Dog;White
4801;19947;A802080;;08/13/2019 06:51:00 PM;08/13/2018;Euthanasia;Rabies Risk;Other;Unknown;1 year;Bat;Brown
4802;19949;A788858;*Annabelle;02/26/2019 05:26:00 PM;02/10/2017;Transfer;Partner;Dog;Intact Female;2 years;German Shepherd Mix;White
4803;19955;A788906;*Tiger;02/20/2019 10:30:00 AM;10/17/2018;Transfer;Snr;Cat;Intact Male;4 months;Domestic Shorthair Mix;Brown Tabby
4804;19956;A790536;*Bubba;04/04/2019 01:34:00 PM;03/12/2016;Transfer;Partner;Cat;Neutered Male;3 years;Domestic Shorthair Mix;Brown Tabby
4805;19970;A821664;;08/19/2020 06:47:00 PM;08/17/2017;Transfer;Partner;Cat;Intact Female;3 years;Domestic Shorthair;Brown Tabby
4806;19974;A789033;Oreo;03/12/2019 04:37:00 PM;02/13/2016;Adoption;;Cat;Neutered Male;3 years;Domestic Shorthair Mix;Black/White
4807;19979;A802385;;08/22/2019 05:30:00 PM;08/17/2018;Adoption;;Dog;Spayed Female;1 year;Maltese Mix;White
4808;19980;A790068;*Okoye;04/02/2019 07:37:00 AM;01/20/2019;Adoption;Foster;Dog;Spayed Female;2 months;Labrador Retriever/Border Collie;Black/White
4809;19981;A800865;Oso;07/29/2019 06:29:00 PM;07/28/2016;Adoption;;Dog;Neutered Male;3 years;Lhasa Apso Mix;Black/White
4810;19986;A796680;;06/09/2019 02:49:00 PM;06/04/2018;Transfer;Snr;Cat;Unknown;1 year;Domestic Shorthair;White/Black
4811;19990;A793810;*Basil;06/06/2019 03:54:00 PM;04/01/2019;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black
4812;19996;A797052;;06/11/2019 07:12:00 PM;06/08/2017;Adoption;;Cat;Neutered Male;2 years;Domestic Shorthair;Orange Tabby
4813;20004;A352261;Isabella;11/12/2019 06:35:00 PM;05/05/2004;Return to Owner;;Cat;Spayed Female;15 years;Domestic Longhair Mix;Black Tabby/White
4814;20005;A825543;;11/05/2020 06:00:00 PM;11/05/2019;Euthanasia;Rabies Risk;Other;Unknown;1 year;Skunk;Black/White
4815;20006;A818651;Mr Peaches;06/22/2020 06:43:00 PM;04/18/2020;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair;White/Orange
4816;20010;A821154;*Rue;09/19/2020 01:50:00 PM;06/26/2020;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Medium Hair;Brown Tabby
4817;20013;A802889;;08/24/2019 03:34:00 PM;08/17/2019;Transfer;Partner;Cat;Unknown;1 week;Domestic Shorthair;Orange Tabby/White
4818;20019;A819221;*Meatloaf;08/18/2020 04:28:00 PM;03/24/2020;Adoption;Foster;Cat;Neutered Male;4 months;Domestic Shorthair Mix;Orange Tabby
4819;20021;A821167;Diesel;08/07/2020 12:08:00 PM;08/05/2017;Return to Owner;;Dog;Intact Male;3 years;Pit Bull;Black/White
4820;20022;A815575;;03/19/2020 05:54:00 PM;03/19/2018;Euthanasia;Rabies Risk;Other;Unknown;2 years;Bat;Brown
4821;20025;A787480;King;01/23/2019 01:18:00 PM;01/14/2017;Transfer;Partner;Dog;Intact Male;2 years;Pit Bull Mix;Brown Brindle
4822;20026;A793357;;04/24/2019 01:49:00 PM;03/15/2019;Transfer;Partner;Cat;Intact Male;1 month;Domestic Shorthair Mix;Orange Tabby
4823;20036;A801772;;08/17/2019 04:35:00 PM;06/09/2019;Adoption;;Dog;Neutered Male;2 months;Catahoula;Black/White
4824;20038;A800910;Tru Bailey;08/01/2019 04:20:00 PM;06/09/2019;Adoption;;Dog;Neutered Male;1 month;Pointer Mix;Black/White
4825;20039;A793733;;05/03/2019 10:51:00 AM;04/29/2018;Transfer;Snr;Cat;Unknown;1 year;Domestic Shorthair Mix;Orange Tabby
4826;20045;A797649;;06/24/2019 01:15:00 PM;05/16/2019;Euthanasia;Suffering;Cat;Intact Female;1 month;Domestic Shorthair Mix;Brown Tabby
4827;20055;A498745;Peeps;08/31/2020 12:36:00 PM;08/31/1997;Euthanasia;Suffering;Dog;Spayed Female;23 years;Wolf Hybrid Mix;White/Gray
4828;20057;A813910;;02/21/2020 12:11:00 PM;02/20/2012;Transfer;Partner;Dog;Neutered Male;8 years;Chihuahua Shorthair;Tan
4829;20063;A811580;;01/10/2020 10:27:00 AM;10/06/2019;Disposal;;Cat;Unknown;3 months;Domestic Shorthair;Orange
4830;20072;A800142;Thor;07/20/2019 06:35:00 PM;05/16/2019;Transfer;Partner;Dog;Intact Male;2 months;Chihuahua Longhair;White/Tan
4831;20078;A826027;;11/19/2020 03:30:00 PM;10/03/2020;Transfer;Partner;Dog;Intact Female;1 month;Labrador Retriever Mix;Brown Brindle
4832;20080;A811068;;01/02/2020 12:19:00 PM;12/27/2018;Transfer;Partner;Dog;Neutered Male;1 year;Chinese Crested/Chihuahua Shorthair;White/Brown
4833;20085;A805954;*Regina;12/01/2019 11:40:00 AM;10/04/2017;Adoption;;Dog;Spayed Female;2 years;Pit Bull;Black/White
4834;20087;A793145;*Johnny Cash;06/22/2019 06:00:00 PM;04/15/2019;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black
4835;20095;A806304;*Cheerio;12/08/2019 12:33:00 PM;07/08/2019;Adoption;;Cat;Neutered Male;5 months;Domestic Shorthair;Black
4836;20096;A793470;Pebbles;04/26/2019 01:33:00 PM;10/25/2017;Transfer;Partner;Dog;Intact Female;1 year;Yorkshire Terrier Mix;Black/Tan
4837;20097;A793713;;05/02/2019 06:25:00 PM;03/13/2019;Adoption;;Cat;Neutered Male;1 month;Domestic Shorthair Mix;Cream Tabby/White
4838;20101;A791606;;06/12/2019 12:24:00 PM;03/23/2019;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Medium Hair Mix;Black/White
4839;20103;A805233;*William;11/05/2019 10:58:00 AM;08/19/2019;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair;Orange Tabby/White
4840;20104;A808815;Hurricane;11/14/2019 06:29:00 PM;11/14/2019;Transfer;Partner;Dog;Intact Male;0 years;Cairn Terrier Mix;Tan
4841;20111;A793920;;05/01/2019 06:15:00 PM;04/22/2019;Transfer;Partner;Cat;Intact Female;1 weeks;Domestic Shorthair Mix;Brown Tabby/White
4842;20114;A799582;;07/14/2019 05:25:00 PM;07/10/2018;Transfer;Partner;Cat;Intact Male;1 year;Domestic Medium Hair;Blue
4843;20116;A805434;;09/29/2019 07:05:00 PM;03/26/2019;Transfer;Snr;Cat;Intact Female;6 months;Domestic Shorthair;Brown Tabby
4844;20118;A804879;;09/20/2019 10:32:00 AM;09/19/2018;Euthanasia;Rabies Risk;Other;Unknown;1 year;Bat;Black
4845;20125;A795487;Sassy;05/30/2019 04:33:00 PM;05/25/2018;Adoption;;Cat;Spayed Female;1 year;Domestic Shorthair;White/Black
4846;20131;A811040;*Reishi;03/28/2020 09:53:00 AM;12/24/2019;Adoption;Foster;Dog;Spayed Female;3 months;German Shepherd/Labrador Retriever;Black/Tan
4847;20133;A796322;Toro;07/10/2019 06:45:00 PM;03/31/2019;Adoption;;Cat;Neutered Male;3 months;Domestic Medium Hair;Orange Tabby
4848;20136;A805969;;11/24/2019 11:05:00 AM;07/28/2019;Transfer;Partner;Cat;Intact Male;3 months;Domestic Shorthair;Black
4849;20137;A808636;;11/13/2019 01:46:00 PM;11/11/2004;Euthanasia;Suffering;Cat;Intact Female;15 years;Siamese;Seal Point
4850;20140;A804695;;09/22/2019 10:58:00 AM;03/17/2019;Transfer;Snr;Cat;Intact Female;6 months;Domestic Shorthair;Brown Tabby
4851;20144;A805172;Hazel;10/04/2019 05:12:00 PM;09/23/2014;Adoption;;Dog;Spayed Female;5 years;Chihuahua Shorthair;Brown/Tan
4852;20149;A819603;*Finnegan;12/17/2020 01:50:00 PM;05/17/2020;Adoption;Foster;Cat;Neutered Male;7 months;Domestic Shorthair;White/Black
4853;20157;A798144;;07/08/2019 03:23:00 PM;04/07/2019;Transfer;Partner;Cat;Intact Female;3 months;Domestic Shorthair;Black
4854;20164;A790743;Bandit;03/26/2019 06:39:00 PM;10/15/2018;Adoption;;Dog;Neutered Male;5 months;Great Dane Mix;Black/White
4855;20169;A774861;*Davey;04/11/2019 06:30:00 AM;06/21/2015;Adoption;Foster;Dog;Neutered Male;3 years;American Bulldog Mix;Black/White
4856;20173;A823461;Mia;09/26/2020 12:06:00 PM;11/24/2019;Return to Owner;;Dog;Intact Female;10 months;Labrador Retriever;Black/White
4857;20187;A807707;Lucus;11/07/2019 12:52:00 PM;10/28/2017;Return to Owner;;Dog;Intact Male;2 years;Chow Chow Mix;Brown
4858;20188;A819304;Oslo;07/01/2020 02:06:00 PM;06/25/2018;Adoption;;Dog;Neutered Male;2 years;Pointer Mix;Black/White
4859;20195;A790794;Cleopatra;03/18/2019 12:45:00 PM;03/16/2014;Adoption;;Cat;Spayed Female;5 years;Domestic Longhair Mix;Calico
4860;20197;A792776;*Ginny;06/22/2019 03:46:00 PM;04/15/2019;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Orange Tabby
